GENE_ID,treat_1,treat_2,treat_3,control_1,control_2,control_3
WBP2NL,225,151,285,493,198,230
IGSF5,36,34,25,97,68,46
AFMID,1347,1050,939,1633,1866,1088
GAS6,6790,2375,2621,4593,3116,2843
FREM3,2728,1165,904,156,262,689
NEB,2951,1214,1518,1275,1218,1356
BEGAIN,4683,2717,1979,1585,1253,2851
GPC6,1647,839,942,2363,557,610
ARHGEF37,1777,2056,1802,3068,4112,2601
FAM43B,1152,608,301,958,355,550
CSMD1,22551,11796,13284,3608,5736,12847
CALHM3,23,8,3,0,0,21
PTGDR2,126,223,63,260,341,162
CEP57L1,1150,940,974,723,741,1070
ANKRD20A2P,482,395,1087,202,226,712
GPR19,477,364,466,318,163,327
GJD3,43,0,1,1,7,0
RABIF,1906,818,874,995,728,986
TMEM119,2748,744,1265,2189,2902,1343
FANCF,813,584,956,703,560,888
CALN1,15689,7970,1620,1455,3275,9512
SMDT1,1644,1298,1490,1369,1284,1426
C2CD4C,3631,1932,2241,177,945,2604
CHST6,4600,1949,1940,10601,4717,1627
RUVBL2,4866,2113,1706,2578,1826,2332
GDPGP1,539,103,286,294,169,336
CTNNA3,1477,3349,3482,5670,7556,3388
RIMBP3C,91,50,13,45,46,131
PRR36,5221,1427,1057,335,1716,2995
OR51B4,5,0,2,17,6,0
PTTG1IP,12382,5222,5724,6882,8631,5601
DDX41,3978,1648,1096,2303,1363,1715
CCDC60,42,32,25,8,0,20
PLGLB1,504,264,319,285,184,220
DAZAP2,7451,4127,4365,10816,2224,4508
CCBE1,737,307,669,35,322,509
SELENOF,2729,2561,4282,2399,4013,1331
TMEM121B,5443,2559,1726,688,1202,2521
ZNF623,5557,4476,5131,3139,2442,4171
EPHA10,1886,570,583,121,733,2073
CCDC125,669,690,607,1020,538,449
REC114,15,13,7,8,5,9
BOLA2,843,202,141,296,227,223
BCOR,4564,1887,1263,2851,1912,854
JRKL,814,685,850,716,333,593
CABCOCO1,344,341,643,520,209,437
GBP6,85,6,9,31,32,14
KIAA2026,2685,4460,3382,2187,2203,3650
OVCH2,13,14,32,21,39,17
SYNDIG1L,359,125,82,96,183,199
FHL3,890,211,196,795,408,300
C19orf71,246,299,166,208,346,342
CCDC159,801,422,312,739,828,430
LRIT3,137,38,109,66,41,61
NPIPA1,2986,1382,1697,1459,1663,2619
SF3A3,4524,2297,2336,3416,1723,2044
TRIM61,24,25,30,66,49,3
GRIN2A,42101,34085,33159,4057,5155,26552
GTF2H2C,632,395,756,976,500,783
ASB7,1694,924,998,1363,851,1125
SH2D7,56,4,27,118,27,43
TREX2,348,146,315,433,164,111
GPR132,518,148,148,187,274,108
MX2,1009,393,277,346,646,192
EP400,16805,5513,5339,9821,7381,7811
MEX3B,1350,1117,1056,279,760,928
TENT5C,404,48,182,386,1027,124
COA5,2239,2521,2823,2228,1569,1929
UTP11,1268,785,1040,929,647,646
PSMG1,1490,1064,1274,544,560,787
PRR14L,10788,8217,7044,6991,5572,8119
KLRC4,73,0,153,49,95,96
ACSM5,433,272,251,449,512,301
SERHL2,340,137,153,254,267,186
PCBP3,643,274,433,130,399,390
PGPEP1L,33,10,16,23,23,19
SETD3,5580,4586,4996,4136,4586,4447
TNFAIP8L3,1165,579,446,205,198,365
ZNRF3,6858,2796,2779,3799,2390,3678
FBXL7,2723,1063,900,5056,2707,1470
TANGO2,3410,1366,1280,1538,2276,1676
H3C13,376,92,41,125,134,48
SFXN4,1080,606,663,846,434,939
FAM167B,71,8,11,30,25,14
MRPL54,1186,492,334,601,428,395
ZNF438,636,526,400,1134,392,260
HMCES,3047,1850,1756,1646,1042,2057
DGCR6,1753,945,735,1273,865,1111
RP1L1,20,19,10,16,50,28
HOATZ,0,22,14,16,15,2
ZNF530,296,211,174,236,90,133
NDUFB1,2250,765,761,1075,1203,1121
MARCHF11,264,146,140,16,59,135
KLHL25,2457,573,754,1707,873,1321
TAFA1,3232,2813,3394,76,325,1453
TRMT12,1476,1145,1151,812,633,989
PSG9,34,6,2,7,14,49
GPR1,30,18,0,16,0,6
BMP8A,298,148,97,161,307,198
ALYREF,1293,474,336,772,539,489
RFLNB,2491,352,427,374,900,435
EFHC2,364,323,233,477,93,243
NOG,378,395,366,248,242,399
UPP1,2093,1032,685,713,502,1394
OPCML,24903,14290,17055,2237,4715,14459
TRIM52,2162,495,910,2086,1417,1374
LHFPL6,5369,1613,1464,5038,2055,2093
CMTM4,20831,14321,14422,9960,5139,13899
TMEM50A,5248,3695,4145,3835,4009,3239
ASCL2,179,44,89,14,67,82
TBK1,2510,2290,2380,1289,1320,1786
CBX6,56850,31756,26945,17697,27485,42925
MACC1,67,5,16,24,0,45
TBL3,2439,968,1007,2274,1427,1950
ACP7,61,90,17,112,150,69
KREMEN1,3756,1905,1492,1725,759,1881
TRAIP,260,159,147,150,81,104
CHEK2,338,75,98,211,175,145
FOXL2,138,87,42,161,126,106
AIFM3,3934,2785,2621,3808,2235,3329
KCTD16,21900,17992,24095,1006,2236,16521
B3GALT5,226,251,371,1138,371,265
ZNF703,3555,854,697,1717,1406,1326
SLC35F3,2392,1954,1808,97,523,2274
KCTD8,1233,1108,642,688,885,852
TUBA8,715,425,381,93,180,783
NPIPA5,1344,818,928,739,742,774
EMILIN3,350,223,186,1476,605,311
OLFML1,246,86,112,174,111,79
FAM162B,328,375,279,81,128,213
RBM12B,4590,4079,5193,4569,1984,4415
CCR4,57,11,52,18,0,0
LIN9,259,147,161,234,146,117
BTBD9,13709,3753,4254,2029,3347,5023
NUDT14,1962,1038,1135,348,1051,1266
ANKRD45,630,454,718,869,239,546
CFAP91,377,315,334,480,138,362
PNMA3,5338,3374,2661,665,1012,3672
GPR39,120,103,40,27,41,80
FAM3B,24,0,25,6,0,2
ZNF730,86,68,223,242,80,94
KIRREL1,1267,220,319,817,727,642
IQGAP3,621,53,57,15,159,88
TOB2,5800,3579,3002,10571,6265,4012
SCN5A,829,121,246,150,265,287
ARSI,388,68,65,338,197,67
UTY,0,0,3171,3910,2886,2122
SRARP,249,143,130,271,326,95
AC138969.4,6313,2691,3161,3186,3802,4625
TTC32,453,483,606,693,410,488
LRRC55,4666,1387,1294,3567,568,1412
DNAH2,701,365,602,493,197,595
SH2D1A,35,0,55,71,17,10
SDR42E2,31,3,16,42,32,0
PRKX,1591,561,542,1880,1326,723
KMT5A,2550,971,1671,753,834,1312
KCNH8,1339,2634,2671,6143,7275,1958
SMTN,1598,564,497,1762,1725,638
NPW,103,5,9,6,57,51
PP2D1,114,61,117,70,64,60
COA3,3041,1646,1749,1783,1340,1582
NPB,374,133,131,256,267,170
ST6GALNAC3,1428,1555,1464,2270,1984,1311
PTP4A2,10744,11982,14734,15433,16688,11437
ACTG1,56092,14860,13478,38777,14304,17625
DENND5A,16635,10617,10580,26116,19671,11597
OR2T10,7,20,0,0,0,0
DIABLO,1890,1676,1460,1920,1127,932
VPS33B,1322,1175,1013,837,458,935
TBX1,49,21,12,11,4,16
ADAP2,2956,549,556,1263,1727,468
UQCR10,3729,1206,884,2128,813,1154
FAM120C,6491,2939,3553,6642,3888,3416
EIF3C,12281,3933,4847,8057,4986,6727
CLDN5,2227,590,437,2570,3098,1036
NIPSNAP1,2320,3023,1064,920,1858,1469
CNTN2,17546,20212,6093,35835,33548,10397
LRTOMT,678,396,363,870,786,622
KCNQ3,31841,20987,19145,3225,8330,18152
ADRA2C,880,529,663,248,208,534
NR2C2AP,414,318,222,386,218,256
C1QTNF12,70,43,56,36,126,53
CRELD2,1928,880,775,1417,953,946
OR1D2,5,3,4,6,0,0
SCFD2,2983,1622,1484,1763,1285,1250
UBE2F,1999,925,1089,1122,1062,816
KCNJ12,1794,786,829,156,352,956
GPR173,3640,1320,1626,2536,1672,1822
PPP1R2,4112,5991,6923,2110,2319,4732
TSPYL2,10961,9576,10172,2146,3690,12048
GOLGA6L4,176,123,147,135,112,95
PGP,3488,1537,1446,1289,1469,2294
SNRNP35,709,244,339,665,421,357
IRAK1,3981,824,1540,2619,1261,1630
CMSS1,1888,1209,1385,755,568,849
OLIG1,8526,6287,6166,21352,21749,9348
PCDH9,78629,121316,119613,90688,84417,91966
ACOT1,389,267,269,330,189,294
OAF,3136,1133,1206,880,2090,1671
ALDH1A3,1630,378,631,925,240,545
H2AC20,2764,1425,1132,3930,1435,1315
KCNK12,4766,1952,1501,426,1067,2463
H2AC21,657,477,472,708,485,418
POU6F1,5462,1950,2060,2041,2041,2585
TM2D3,2711,2275,3497,2072,1777,2642
TSSC4,924,309,317,928,367,341
TACSTD2,43,25,5,63,53,30
CLECL1,55,4,2,14,9,0
PRKD1,1667,869,1002,2300,817,1079
CCSER1,3179,2583,2332,285,561,1748
ZDHHC23,3301,3341,3477,566,269,3372
MROH7,1035,571,554,1506,499,483
SRPK3,285,277,310,682,733,375
SLIT3,12715,2133,3464,924,3192,5288
EFNA5,3776,2516,1957,764,586,2554
MRGPRE,22,11,0,0,24,0
H1-5,856,14,10,123,167,14
SPATA32,15,2,0,16,0,2
PKP3,164,34,73,28,52,154
MAP7D2,6363,2986,4052,292,945,3177
CSF1,3605,1211,722,4872,2545,1110
COLEC10,58,60,20,11,58,10
ACTRT3,274,150,217,163,108,176
PLA2G6,1891,1121,1328,2025,1695,1604
MAML2,4791,2182,2061,7565,3589,2083
PABPC1L2B,1132,526,589,132,192,788
A3GALT2,21,9,7,8,12,5
SS18L1,3958,1853,2132,1514,1498,2092
KCND2,5527,3589,4071,2735,1438,3723
TOP1MT,1178,662,629,695,650,677
COPB2,9840,7229,6233,7692,4481,5407
LRRC19,66,131,195,117,93,42
THAP7,1138,370,466,929,653,587
KNTC1,1359,807,865,904,652,576
CCR10,423,173,125,246,176,261
NCMAP,29,48,62,63,108,141
WDR27,1915,1370,1522,1456,1286,1628
TXNRD2,1643,868,1073,1026,907,1093
C1QTNF8,21,0,17,40,8,14
FOXO4,2267,2276,2407,6158,5032,2962
POU3F2,3276,3452,3532,7473,2911,3233
PTP4A3,1642,862,805,863,883,645
FOXD4L1,46,25,60,29,31,24
TMEM255B,497,129,174,160,194,161
PROS1,1807,452,810,1306,457,346
NUTM1,25,10,16,33,15,12
HDDC3,745,388,297,518,321,392
BEX5,1657,1567,1202,153,330,1338
ZFP1,1652,1198,2608,955,853,376
CEND1,9002,3697,2952,1383,2568,5639
DUSP8,13029,5163,3676,1510,5275,7009
SOCS3,10599,183,406,1430,649,71
SLITRK6,101,75,82,89,61,77
LPAR5,2470,277,489,1580,1083,435
XPOT,11729,8624,8689,7272,5406,6510
STING1,1444,233,362,453,529,414
PDE4B,13625,7940,7594,19579,9213,7230
TAFA3,0,0,12,28,0,33
C14orf180,108,25,54,16,67,101
SNN,22425,17187,14484,13587,8115,16184
KCNH7,5144,4555,3629,154,738,3197
NELL2,39355,24133,27387,3541,5315,19655
KRBA2,522,469,472,1065,832,724
MED12,4543,1779,1743,5529,2852,2651
ZNF93,356,169,171,214,259,183
SEPTIN9,8303,4460,4947,8051,5331,6971
PRSS55,55,26,5,28,24,10
FOXD4L4,277,201,158,93,61,98
CDCA2,72,6,17,5,19,6
RALYL,3376,3269,3242,196,973,3047
AMER1,862,913,802,1322,882,891
ZBTB40,5141,1753,1914,4651,2631,2161
H2BC21,2542,1014,941,3375,1602,665
CLDN6,12,0,10,0,9,22
OR51M1,57,7,14,42,13,14
SEPTIN5,4932,1534,1384,613,2400,1762
EIF4ENIF1,4185,2422,2317,2784,2234,2426
LRRC26,23,16,5,0,7,8
SERINC4,16,27,78,25,7,10
RNLS,470,184,271,220,218,415
APOBR,508,27,22,86,95,47
FAM110C,843,405,552,510,402,345
DDX53,91,55,46,169,15,84
ATL3,5868,3231,3587,6077,3645,3024
NDUFA12,1122,1012,750,726,926,1065
SMIM10,205,15,47,346,103,85
DYNLT2,175,155,340,269,276,209
UBE2G2,4195,2347,2781,3704,2518,2803
SATL1,195,98,138,57,38,111
OSBP2,5083,1997,1436,2358,2575,2107
TRARG1,35,12,14,0,21,0
ZBTB7C,1050,289,458,875,563,570
APOO,1400,797,995,713,521,1032
PRR16,432,240,314,304,143,176
TMED9,4758,1784,1949,2574,1759,2930
DRD1,2366,1384,1979,135,414,1877
TMEM186,592,428,476,491,340,388
SDR42E1,45,8,14,14,0,10
RBM33,8272,5285,6027,3791,7714,6020
ARMCX2,3135,2113,2559,1467,1375,2623
BTBD6,4566,1273,946,1196,1661,2996
H1-10,4201,1476,1148,2298,1748,2020
RBM43,687,342,873,1105,379,447
SUMO3,9716,5782,6642,3809,3434,5979
IMMP2L,459,338,463,469,214,462
TCEAL2,798,1036,602,490,430,1386
CLCNKB,30,6,0,17,0,38
DMRTC1B,392,143,115,62,89,251
JAG2,5166,1553,1937,1179,2202,3204
FMNL1,7448,2196,1870,1225,1915,2187
NUTM2A,1403,699,578,1179,1388,1049
PTRHD1,1315,384,308,717,444,450
LCN12,300,76,97,236,53,230
OR6A2,119,106,37,5,6,152
ZFP90,3405,1559,3015,2624,1437,1721
FAM227A,579,328,476,583,220,281
MUC6,827,665,1112,170,718,1115
NOC4L,1309,652,366,628,737,650
USP18,267,109,130,322,212,61
NDUFA6,888,1231,1289,511,467,253
CHRM5,53,120,172,121,80,87
SORCS2,4467,1754,1444,5381,2084,1868
TMEM121,145,41,342,10,501,743
TMEM106A,1202,119,173,675,240,121
SIVA1,1514,608,636,1255,863,825
BRI3BP,6453,4543,4846,2227,2399,4585
IFNE,18,0,29,37,56,27
SLC22A10,205,288,177,39,20,206
DGAT1,2077,952,984,1430,1314,1471
ROBO2,10471,6115,6187,1735,2015,5368
AP3M1,3867,2296,2777,3554,2072,2073
F8,1579,1208,1434,1644,389,1069
NT5C1B,14,12,53,7,3,18
CA13,599,393,426,624,306,557
UBOX5,1782,1097,892,1144,1051,1296
MAFF,745,120,355,755,1048,200
BRF1,3538,1843,1655,3153,3011,3299
LRRC14B,57,0,11,2,23,18
SEMA4B,2026,837,676,1647,816,944
SPDYE16,226,47,69,156,98,85
CIB1,3718,1020,858,2561,1031,992
ANKS1B,12875,10924,10321,4232,7104,9435
NELFA,1887,801,941,1586,1540,1412
SLC24A3,4683,1978,3230,2947,654,2368
SGCZ,736,584,496,320,413,380
EFCAB10,88,129,156,90,54,61
C5orf47,22,26,82,10,0,17
FLRT2,16582,9303,11311,2778,2937,10644
INTS5,3019,1069,1204,1782,1422,1571
RPS27L,1121,767,1008,3183,1197,661
MANEAL,1538,420,721,452,561,623
ADSS1,512,260,131,393,467,358
ANO9,86,20,34,67,53,35
FAF1,5707,4128,4158,4403,3647,3416
MYADML2,412,209,164,35,75,304
FAM43A,1266,354,417,652,676,385
NSMCE3,1579,1214,1269,943,1051,1446
HSF1,2740,928,677,2053,1626,1357
C6orf120,4232,2837,2619,3197,1974,2770
PURA,17927,1288,29556,19769,21102,26997
H2BC13,259,67,39,36,27,63
INPP5J,1740,784,510,234,496,1150
NPY2R,269,332,293,64,67,239
MIXL1,4,0,0,37,26,3
MFSD6L,21,0,7,11,61,6
LRRC37B,1715,909,1062,1528,844,1163
DDX51,3547,1498,1643,1978,1742,2100
NOMO2,17959,7632,11087,7924,7235,12292
AQP12B,31,22,2,0,0,31
SIGIRR,404,231,125,531,442,256
NRBP2,4918,4272,3624,5885,6747,4310
IFITM2,1940,110,155,821,285,238
TNFAIP2,3368,268,358,831,1150,689
ZNF445,3658,1781,2882,8787,6985,8301
PGBD2,667,260,310,423,403,487
TCEAL9,560,888,834,673,686,570
RAB11B,9092,2932,2751,8127,4898,4274
PRMT3,1576,1469,1754,1527,1271,1341
GP1BA,222,199,190,420,76,158
PRPF39,1404,2351,2564,1337,1495,1678
PPIL6,403,277,274,483,114,306
ZNF74,1053,402,617,617,677,563
KIAA0825,1852,1817,1818,688,526,1248
UBALD2,1126,532,509,1248,896,599
CDNF,51,65,94,106,103,61
NOTUM,169,189,118,158,148,85
KLHL33,166,97,108,183,105,133
RBM11,245,207,259,87,158,268
GALNT17,19411,7852,7413,1192,2925,9658
ZBTB37,6180,5734,7298,10538,8632,5768
NUPR2,74,34,53,13,16,98
IL3RA,617,266,379,682,488,395
SPPL2C,79,19,49,25,61,75
CCDC137,426,480,465,532,671,575
SFTPA2,50,28,16,36,47,31
RGPD2,263,358,499,349,418,331
ARL15,2333,2506,2722,602,773,1899
C12orf56,114,67,82,149,203,128
CDK10,2796,991,1631,1653,1266,1511
SOCS1,187,44,35,162,41,24
TCN2,2042,584,562,2601,1061,799
GAS2L1,4498,1817,1294,3292,1637,2803
ATP6V0A2,2380,1422,1275,2128,1838,1004
PRKN,2515,1673,1756,941,900,1588
TEDC1,624,428,173,401,490,508
HS6ST3,17129,7398,11806,732,1274,8277
HGS,9046,3035,2654,5211,4379,4633
TNFAIP8L1,3638,2462,849,872,1529,3222
RAD51D,2283,1205,1101,1408,1085,1323
MAPK11,5142,2281,1662,827,1133,3557
SP140L,538,113,253,345,265,116
MRPL30,836,528,1299,735,640,200
TARS3,2778,2667,2622,3284,3122,2327
SMYD3,1567,1098,983,851,937,1200
METTL7A,8084,906,2045,4054,1993,2178
IFNLR1,190,101,27,154,70,36
SH3BGR,408,448,540,477,388,339
FAM174B,1206,786,821,377,496,1015
FAM47A,147,69,63,4,0,36
ZSWIM9,2448,1123,885,1562,2316,1546
TMEM179B,1147,402,474,960,525,390
GPRIN3,4701,3165,3206,1774,1572,1686
PARPBP,194,94,176,60,60,74
STAC3,290,76,62,110,80,83
ROR1,439,327,332,1046,440,278
MUC1,287,18,37,284,11,11
FAAP100,3080,942,1013,1825,1643,1460
IRF7,874,265,194,673,779,366
L3MBTL1,3302,2112,1951,2075,2542,2426
BRCC3,922,806,801,613,587,1050
SV2B,23665,19401,17228,1392,3158,20794
FAM131C,543,187,181,151,249,327
LMNTD2,87,36,37,40,76,65
PDE6G,15,12,0,5,7,1
PRKG1,2415,1950,2251,2724,802,1346
NR2F2,2642,800,1902,1957,1480,1529
DLK1,28,0,0,315,0,30
TLCD2,451,66,54,378,151,131
LSAMP,33775,31343,31832,32976,16378,28677
AHNAK2,13098,7722,6739,5508,5048,10340
OLFML2A,1779,380,563,1849,365,574
SP1,5544,3089,3288,9618,4983,3335
MRPL40,1193,611,488,787,508,701
DBX2,487,288,319,2959,505,419
INKA1,452,196,188,282,356,294
PDIA2,991,817,1131,225,1227,1369
PCGF3,5745,3200,5256,3641,4922,3467
LMLN,1148,817,1236,834,536,817
P4HB,9844,3324,3514,6333,4594,3887
PSMD13,3006,1577,2062,1493,1377,1263
PBX1,15300,11593,13094,5952,6384,6119
NDUFA4L2,578,343,94,453,1093,336
SHC4,738,776,817,1521,880,629
ZFP36L1,11592,4444,4305,14928,5825,3338
UBE2L3,6954,3352,2646,4526,942,4051
NTF3,26,0,25,3,4,13
BRWD1,18680,20302,23914,11544,12003,18453
PMEL,23,14,36,50,7,15
SYN3,4132,1117,1567,440,989,2183
POU3F1,228,85,63,87,47,81
SNAI3,1673,586,462,304,511,992
ZBTB3,910,207,492,1305,816,549
LYG2,66,27,32,33,53,43
MORN5,24,36,4,57,10,13
MYBL1,359,460,381,522,474,363
MOSMO,3083,3691,3660,1053,1185,2802
DRG1,3777,2651,2599,2297,1448,2437
ANKFY1,10979,6721,7392,14996,8146,6901
YTHDF3,1573,1775,4449,1786,3352,4371
ZNF696,314,264,204,201,237,181
ADARB2,5626,1863,3335,7435,7176,5069
NRG3,4146,2376,2973,1906,1075,2890
SRL,154,31,54,102,115,30
C11orf87,9147,6953,9719,160,1494,9273
IFIT1,3032,2374,2098,2300,1916,2063
CXorf38,1435,829,754,1410,1187,628
CLDN24,33,24,7,23,7,6
KCNQ5,6675,5362,7049,204,721,8017
ADAMTSL5,119,32,20,65,100,75
KCNIP4,3750,2984,2755,444,888,2882
MORF4L1,16255,13729,14930,11094,7208,11662
WDR53,416,260,215,322,323,228
DMWD,3784,2163,3029,3878,3384,2481
SLC52A2,714,350,322,670,730,490
PIGP,871,725,926,1315,777,597
IKZF1,3375,726,478,1425,1159,221
PCYT2,2233,1297,1024,1977,1351,1621
NAT8L,29826,26514,21074,20350,14017,34192
NPAP1,175,98,165,70,307,129
BCAP31,5497,4152,3378,2657,2642,4039
ARL17A,2570,686,1320,1163,1023,822
GNB1L,902,324,259,231,277,479
DNAH14,855,909,1131,309,549,660
CCDC190,60,107,131,537,87,96
EVI2B,491,276,471,372,353,154
NPIPB4,3490,1483,2302,2233,1773,1444
ZNF829,773,705,763,596,466,634
THNSL1,1322,1391,1622,1281,442,1072
TRIM69,4888,3162,3871,3071,1970,3197
ATP6V0C,27300,6394,5487,6315,6551,13269
IFITM1,1618,294,208,940,629,203
LAMP1,13080,5207,4880,15443,8025,5680
FFAR3,105,4,3,10,46,11
POMK,2290,1340,1587,798,1032,1374
C16orf54,251,38,45,149,102,60
KLHDC8B,2059,798,915,902,591,1035
KLHL34,911,400,265,138,140,495
SETD4,1152,694,846,896,1011,1058
PTCH1,2837,1581,1800,4549,2098,3146
RTN4RL1,6302,2163,2126,86,668,2538
CALHM1,597,266,189,32,34,270
NKAIN3,1194,786,813,1407,1131,958
RNPC3,2611,2171,2615,2412,1774,1876
ZNF267,856,447,618,720,818,504
IRS2,15314,5178,5861,12947,6155,8440
C7orf61,105,55,89,297,232,88
FAM186A,89,32,138,97,133,61
BICD2,8855,3754,3062,4183,3978,3782
CCIN,87,54,66,20,4,24
TMLHE,1799,1172,1011,1515,798,763
