GENE_ID,treat_1,treat_2,control_1,control_2
SOWAHD,125,12,135,100
ZFP69,597,350,648,571
RTL4,21,10,4,28
TMEM220,395,214,620,310
H1-2,3165,1198,4145,2110
PLSCR3,756,245,557,511
EIF4EBP1,802,64,222,230
P2RX2,401,16,15,38
CCDC157,448,242,321,243
TTC24,11,3,4,0
PABIR1,2019,1107,1779,1060
PALM3,144,55,662,30
FYB2,55,49,33,11
SHISA7,8729,2497,2201,2734
LRRC74B,16,8,36,8
DMBT1,151,180,197,425
CLEC17A,233,91,203,56
OR51I2,59,2,61,13
LCN10,6,4,2,34
LDLRAD2,10,89,69,132
C2orf66,36,29,48,16
OVCH1,126,59,53,33
CYHR1,3123,1611,2206,1996
COL14A1,2310,315,765,513
DNER,22625,8394,33343,13330
CPSF4L,18,4,40,0
KLHL17,618,214,380,264
PLA2G2C,17,2,28,0
ZSCAN23,370,183,267,161
RINL,526,124,286,279
OR7D2,27,6,6,8
TPRG1,329,86,60,56
MORN2,965,527,726,383
RTP5,1841,337,155,384
S100A3,74,4,49,0
UBQLN2,9833,4354,3850,3047
RILPL1,3595,1367,2575,2968
C19orf67,43,13,72,33
ZNF490,930,513,783,600
CLCN1,25,15,37,19
NRN1L,37,15,18,47
NWD1,2649,807,5257,553
ARL4C,7623,3501,3522,2240
RNF133,57,74,28,8
TMEM221,458,251,321,107
RAB42,312,20,104,40
WNT7B,2061,511,320,596
C11orf95,4823,3117,2074,2368
GPR89B,1239,1036,898,782
MESP2,108,45,15,38
EYS,770,641,498,490
C6orf132,34,7,77,52
OR2AG2,45,90,2,0
MAPK12,2674,982,1150,1073
TMEM215,484,225,6,71
NUTM2G,554,302,375,361
COL4A5,3578,4699,12432,11535
AGRN,17823,9703,12024,14313
NHS,4365,1154,929,439
OTOG,23,13,0,0
FAM166A,40,3,71,40
TMPPE,2449,1006,1389,784
ZNF626,2101,2013,1211,1077
HEPACAM2,16,8,22,0
SMTNL2,178,25,16,24
ZC3H6,2999,1899,3130,1994
LAMTOR4,1502,582,1012,581
PRKAR1B,40890,20787,3083,7337
NUTM2B,575,206,401,405
NCR3LG1,3669,1829,802,505
DCUN1D3,2393,1579,1926,1634
POTEE,2,3,2,1
ZNF793,1071,1283,1348,1077
TUBB4B,19849,5539,5984,4108
AGAP4,799,672,607,713
COMMD6,2029,625,1941,933
IL17REL,59,16,18,19
HYKK,538,202,320,144
OR7A5,7,15,36,13
C15orf62,536,226,436,474
RUFY4,23,14,42,0
ZNF383,438,669,485,1034
HES4,1114,574,357,469
ZNF669,341,297,399,261
PEAK3,147,75,159,168
LRRIQ4,43,21,12,15
CENPP,1552,1068,1178,1166
PLSCR1,2461,538,1199,831
C3orf62,1119,548,865,638
ENO4,197,377,336,450
ZNF559,1149,1425,1209,1429
SBK1,4610,2037,823,1926
SLC38A3,3767,630,8606,1661
GTF2F2,1318,924,1538,1088
CIBAR1,2145,1774,1194,705
FOCAD,9429,6261,3451,3478
PRR19,261,58,71,69
ZP3,131,83,110,102
IFNA2,6,23,29,105
JAKMIP3,2796,2011,1154,4765
PPP3R2,177,111,28,41
PDCD1,45,9,36,10
GPR21,10,20,139,166
DYNLT4,172,31,91,134
SELL,811,244,345,354
CHM,5025,4487,1697,1272
BLOC1S5,789,465,640,632
CERKL,136,116,141,15
SLC24A5,33,52,59,53
IER5L,2972,1108,1038,811
H2AX,4132,1046,2951,2093
INSC,55,11,2,12
SERPINA5,61,10,850,0
C19orf54,287,126,332,167
LCTL,89,51,129,35
COL25A1,1355,869,110,258
FAM83G,287,66,126,91
CFAP77,5,0,26,4
SRSF10,3973,4380,3598,3113
HBA2,2670,282,3935,16727
DUSP28,486,260,397,289
CCDC9B,876,298,1908,559
NBR1,13623,9648,14880,9514
RALGAPA2,6259,2454,4697,3104
NDOR1,731,339,1119,755
FBLL1,2968,708,324,613
NKAIN2,2091,2759,2048,2207
PAQR9,841,424,62,115
CLEC20A,23,0,8,3
CFAP54,616,316,1982,189
CLN3,1030,306,1087,558
FAM72B,94,85,73,57
ASAH2,384,377,147,92
SUMO2,8209,5374,5110,3423
NANOS1,385,182,669,237
IGFL3,15,31,27,66
GOLGA8M,152,89,92,109
ZNF177,476,462,431,186
RTL6,14457,7429,8774,6020
DPYD,2913,2929,2333,3323
S100A16,1426,720,1532,1273
PTAR1,10543,11668,12276,8401
CC2D2B,482,353,490,276
SAXO2,271,126,158,56
RHCE,69,34,42,78
C2orf80,816,591,123,158
PARVB,4238,2841,708,1746
SLC4A5,359,228,855,441
UROS,3340,4217,1325,2776
ZDHHC9,6642,6560,16679,13717
ZBED6CL,205,77,182,86
QRFP,83,41,138,139
SMIM15,2014,2137,1891,1662
OSTN,142,456,6,137
VWC2,2145,1437,605,652
FAM221A,829,1135,1563,1014
TMEM120B,2705,1692,1113,1278
FSIP2,1219,1565,1437,1124
RBM34,846,965,550,620
NOXA1,595,469,489,478
TMEM198,2037,936,558,623
BCL2L15,59,33,34,65
FZD9,326,145,208,278
SPRED3,1935,663,571,562
PLET1,20,8,25,25
ADRB3,145,50,9,0
SKOR1,144,57,144,128
PRELP,1415,285,1311,863
ZNF548,1669,1518,1834,1281
MTF1,3831,1886,4047,2563
SHISA6,3564,1320,9784,1175
TMEM201,3012,1063,3462,1434
NHLRC3,2749,2187,1860,2286
SNTN,8,33,6,9
ZDHHC11,1215,771,1563,1912
CALHM6,59,20,13,11
CNR2,6,0,12,0
SLX4,2567,930,1872,1297
ENTPD8,43,9,48,53
RPL14,11475,4578,8669,5764
BEND4,1062,352,214,214
FAM78B,1488,624,225,353
ZNF563,230,161,303,192
TMC3,39,30,5,16
FBF1,1594,607,1316,1042
KLRG2,17,6,7,12
ASTL,28,4,6,2
MSL1,9675,6861,4895,4332
CTD-3088G3.8,260,123,197,299
LRRK2,6255,4674,2704,2236
GJB3,169,43,48,35
INSYN2A,1061,547,584,876
TRMT2B,1573,651,1022,548
HACD4,1978,1649,946,565
CFAP126,15,0,163,23
NYX,4,4,12,0
FAM120AOS,1625,930,1321,1137
UTS2B,65,56,29,19
C9orf152,6,0,10,17
NOC2L,6589,2576,3050,2590
MSANTD1,634,417,240,346
NELFB,7105,3755,4386,3610
SLC15A5,24,7,9,0
LIPI,40,36,3,5
LRRC66,302,120,171,121
ZNF292,11810,9128,7069,6093
HUS1B,72,31,40,71
KCTD21,2723,1014,1251,754
ADAT2,651,426,397,347
VHLL,17,12,29,21
ZNF567,826,836,597,192
NDUFA4,20894,10205,6989,10967
ANKDD1B,73,100,40,61
ALKBH2,450,253,326,298
RNFT1,531,521,296,462
RNF222,75,14,78,125
RELN,17140,3545,1961,1123
FAM111B,135,13,46,43
APOD,10626,4032,8734,5118
H1-0,6998,4207,6102,4474
LITAF,2472,1322,4470,1379
TMEM120A,1150,321,812,345
ARID2,5182,2692,6780,2433
SF3B3,15518,8144,11962,7577
PRSS48,79,34,86,57
IL1RAPL2,524,874,19,64
BLOC1S3,889,322,705,350
SP6,70,50,25,15
ANKRD34B,36,36,9,45
PLAC9,882,202,268,327
NKAPL,134,99,194,141
FSCB,31,0,15,0
CLDN4,162,127,30,85
ZNF573,990,863,971,679
GRAPL,62,40,47,88
FAM47E,1230,972,1010,631
JPT1,2154,1503,521,1335
ZNF527,1183,517,853,455
S100A13,2204,1350,1247,1400
ZNF33A,2016,3349,2289,1226
OR14I1,277,122,0,0
PCDH18,1737,720,1239,738
ZNF600,274,90,313,262
BTBD8,13987,14094,2941,3595
MAOA,2731,2152,2860,1790
C15orf61,1239,588,372,481
NUGGC,12,30,0,0
TSPYL1,41440,31991,8293,8818
PNRC2,5643,4794,6135,3871
DRICH1,25,0,26,0
GJB5,199,34,17,24
FHIT,687,230,670,577
ALKAL2,72,67,32,31
ZKSCAN3,1061,623,1319,602
RRP7A,4419,2214,3998,2884
LIN54,2182,1661,1589,1357
FAM53B,6597,4287,10172,11873
FAM180A,80,0,28,22
BNIP5,4,9,8,0
S100A14,40,5,15,2
KAZN,8369,3776,7641,6728
SLC35E2B,8334,3323,4656,3886
TOGARAM2,195,83,527,162
NEMP2,901,589,855,898
KIAA0408,1743,1108,855,1225
GSPT2,1704,1172,938,491
TBC1D28,7,20,3,13
C8orf76,783,508,586,444
CXCL17,49,23,34,34
HMGB1,6914,7763,14037,5866
MMP23B,39,5,17,18
SH2D5,2460,1829,103,655
ZFP92,1414,903,719,490
RASSF10,237,195,230,344
GJB4,63,2,7,15
OR2L13,292,156,37,12
BLOC1S2,1811,1509,1156,976
SYCP2,431,759,665,595
ZNF724,304,243,264,138
IL1RAP,2872,1463,1465,796
PTPRT,26851,12637,1664,6370
MYBPC1,1733,2296,2088,671
PAX5,187,42,13,71
SPOCK3,4308,10501,7195,10268
ZNF676,41,66,12,14
ZNF699,827,548,706,575
TDRD7,2792,1677,3026,1470
CCDC189,406,95,146,123
KIAA0895L,2932,1915,1714,1729
HLA-DRB1,2744,238,2798,1338
MYT1,1441,745,1063,2203
SERPINA3,13645,198,17269,1073
AKR1C3,462,285,761,231
SPATS2L,3345,1759,2549,1327
ZNF250,1987,1050,1691,852
WDSUB1,728,507,486,389
ZNF79,710,290,917,415
S100A4,467,0,132,96
PLEKHG4,330,249,571,393
FAT4,6222,2378,5634,4049
KIF19,270,289,2230,838
ZNF681,640,689,420,260
ACADSB,4838,4598,3443,1964
STK40,5770,1553,3059,2363
TMEM63A,6432,4326,21408,21132
SEMA4A,6560,2929,1230,1878
HRCT1,127,37,231,98
MPHOSPH8,4926,3064,3969,1666
GREB1,4411,1586,1526,2168
SIRPB2,299,67,239,166
ZNF766,1176,872,1342,736
RYR1,5906,2644,5137,5999
SRGAP3,28204,13295,8610,4918
FAM217B,974,1458,979,296
TUBB,49866,11515,12883,10761
LCOR,9641,6859,6915,5708
SUPT5H,14592,5904,10447,7512
XPNPEP3,2641,1451,2284,1794
OR2T2,24,6,0,0
ZNF107,418,1042,1827,1025
OR10S1,18,24,0,0
PPIA,36663,30687,17588,13190
ZNF471,2699,2681,3251,2544
ZNF836,1036,849,831,544
ZNF493,2407,2170,1721,1375
GTF2IRD2,920,552,1397,1150
GRM7,4649,1934,403,1035
SUPT3H,1030,1000,651,635
NIF3L1,1253,638,833,329
ATP2A1,217,97,232,181
IARS1,14011,7873,6072,4189
POM121,8038,2924,4221,3198
ZBTB44,5423,7289,3762,3375
GIMAP5,630,300,386,835
STK31,311,198,191,406
CGB7,31,0,14,0
NLGN3,10118,6790,15505,6821
ZKSCAN7,386,249,365,325
CD55,1402,913,2033,1196
CPNE4,3142,3166,103,351
ZNF565,607,468,491,456
NTNG2,6660,3876,2856,4601
ELAVL3,13663,9032,6394,8789
WDR5,3335,2475,1747,1837
LONP1,7291,2673,4757,3737
TRRAP,18513,6762,14952,10086
NUDT11,3131,1629,432,777
SRGAP2B,5151,3448,3311,3988
FUT4,1304,566,1013,769
ASB13,2141,788,1074,698
SLC35F1,13165,10064,5345,4618
ZNF34,305,103,395,187
ZNF781,545,601,597,392
ZNF140,969,563,531,746
INCA1,327,154,247,167
ZNF774,1759,499,939,425
PTPN1,5519,2310,3024,2677
EVL,17607,8392,6548,8727
THEM5,351,131,114,185
NOXO1,73,42,7,13
EPHB4,1353,318,1471,886
PRTN3,115,25,3,0
ZNF765,957,553,902,908
ZNF124,1903,1262,1218,1430
XRCC6,15474,9355,8489,6105
C20orf204,102,100,56,208
PPP1R26,6738,3200,2661,3101
TSC22D2,11884,5736,5799,5253
ASMT,16,6,7,0
NPIPB15,260,66,199,140
ZNF569,836,1424,1135,686
ARMCX4,5342,3488,2739,2708
YRDC,932,467,475,413
ZNF777,2217,796,1401,827
PIK3R4,4557,3150,4215,2240
ZNF775,655,570,1112,1059
ZNF605,3359,2354,2131,1586
TRAPPC2,1672,950,764,780
RFX8,70,33,24,0
MYL6B,3613,1683,1274,1431
ZNF799,620,408,477,351
FGF16,28,18,20,0
SIAH1,2602,1918,2121,2621
GK2,14,3,0,14
C20orf96,750,195,738,295
ESRRG,1368,1278,1005,566
IPO4,1253,388,589,477
NCOR2,33257,10177,19664,15243
SULT1A1,2428,1036,682,695
ARL9,109,26,51,73
PRPF40A,5630,3903,4802,3252
GDAP2,4735,3458,3616,3000
TCEAL3,1942,589,1584,1162
ANAPC7,2827,2114,1553,1604
TPK1,621,459,342,404
SLC6A9,1852,945,8304,2420
AFAP1,9870,3755,4428,3631
NACA,5134,2519,3968,3059
MYO18A,18723,9159,17272,15672
SPTSSB,399,482,274,113
BORCS6,952,551,935,769
MAN2A2,11374,4266,12091,14684
MME,157,91,59,25
FAM72A,168,89,109,91
CCDC196,79,70,95,56
CACNA1H,4916,1529,263,977
SULF2,6902,1447,4340,3201
HBG2,1,0,14,713
LAMA2,6874,2631,8345,4482
PLXNB2,13487,3282,20544,5344
AJAP1,20080,9832,1455,4000
XRCC2,132,106,125,118
MYO6,7629,6524,13197,8422
MRTFA,5663,2027,2216,2020
HDAC2,4038,4016,2984,2749
ZNF782,1337,952,1105,777
SLC22A25,122,79,16,23
POTEF,0,0,0,0
ZNF846,1248,743,1453,645
ADH1B,48,18,6,10
TCF4,20910,18868,14257,12639
WNK3,3602,2831,2552,1632
SDHAF3,445,402,483,172
HRH1,3323,890,1136,702
RABL6,10537,5096,4351,6667
ZNF136,426,407,542,307
ZKSCAN5,2393,1462,2493,1219
ZNF502,286,533,227,260
TRAPPC4,828,561,951,706
TTC30B,876,689,988,453
SLC30A10,1095,1056,1032,530
TECPR2,12241,6357,11938,10157
TLR7,2235,383,1048,688
FAM180B,80,77,135,94
ZFP62,658,507,540,835
ERI2,710,731,890,545
TOMM7,2820,534,1930,1390
HSH2D,32,0,28,18
TRPV1,886,621,887,1088
ZNF33B,1612,2991,902,1009
ZNF512B,6747,3312,3186,3766
AMZ2,3442,2062,2556,1216
ZNF431,1659,1423,1418,1491
NF1,25891,23920,21331,11887
VKORC1L1,5503,5090,2375,2468
ZNF418,2147,955,1628,549
DAPK1,11456,4046,4731,1663
HLA-DQA1,1800,152,1078,446
COL27A1,2209,566,3134,722
GM2A,7216,3003,11151,5958
H2AC13,237,4,32,33
S100A2,14,10,47,0
ZNF700,1322,620,849,430
POU3F4,307,276,1208,354
CD47,23314,25935,9983,10602
OR52K1,13,46,19,5
TLE1,3649,2282,2080,1771
MAML3,2122,557,1874,941
H2AC11,871,79,367,463
STRN3,4218,3976,2700,2329
ZNF239,253,574,238,236
CHRNG,103,100,91,103
ZSCAN16,436,301,377,417
MVB12B,8479,5342,11283,11292
ILRUN,16877,8497,6909,7175
CTD-2192J16.17,0,0,190,67
ADA,971,300,709,522
ARID5A,1256,559,431,587
PATE2,93,88,3,0
PPTC7,3465,3740,1869,2312
TOMM20L,22,6,11,9
RGPD4,170,65,76,163
NHLRC2,5101,4920,6450,4380
H2AC7,60,93,33,132
ZFP28,2224,2325,1668,1716
CRACDL,11481,4698,688,2361
CBWD3,1906,1627,868,927
SCN8A,19028,12073,1785,2581
LAMB3,394,198,337,150
H2BU1,432,161,130,59
KPNA5,2905,3392,2161,1948
ANKRD36B,4607,4390,2612,2343
ARHGEF12,47754,35099,27160,18316
HCAR1,49,8,55,34
PDLIM7,1294,290,495,576
FLNA,42737,5532,37292,14436
TMEM26,133,131,101,162
SRGAP1,2308,1331,3943,1797
FAM3C,7405,8565,3313,3107
NOP9,6346,4491,6119,3812
SLC39A10,13376,16118,5750,4998
CASP4,1560,165,355,258
AP2A1,25091,7309,6612,7902
ZNF585A,2855,1019,1265,1002
FUT11,1966,914,1751,1412
SMIM10L2B,4860,3585,573,2041
ANXA4,1699,1004,2593,1760
LAGE3,2328,1002,720,1072
WDR5B,455,598,851,561
FAM163B,6767,3021,344,1696
NPIPB9,79,77,85,138
WDR45,1971,912,1413,1024
METTL9,4790,4323,2410,2404
ZNF138,1830,1716,1157,838
ZNF429,1116,867,936,611
ZNF470,2741,2166,2484,1858
SERTAD1,1326,376,740,621
ZNF100,1112,824,1099,750
EOLA2,1579,523,996,642
ZNF398,3626,1501,2039,1393
ZSCAN25,1188,1008,1128,1044
ANXA6,24103,11987,9937,5933
ZNF441,1720,1661,1400,728
GMFB,3021,19743,7546,3417
SIGLEC15,88,40,27,23
ZNF420,1034,692,744,569
ZNF763,175,210,221,92
ZMYM1,667,544,822,655
DTHD1,11,15,77,42
H4C3,5757,4889,5639,2444
ZSCAN26,1767,1152,1518,786
MAFG,7634,4823,2942,4781
ARRDC1,1847,958,1454,1286
KIAA1671,8342,5953,7071,3290
IGF2R,15486,5861,11487,6949
GAL3ST4,1392,252,776,399
DYNC1H1,158649,80902,78494,65285
SLC6A17,35502,17694,1572,7874
PCBP2,19630,7732,15283,9863
ZGPAT,1169,617,727,801
SLC25A29,5621,2816,6535,4163
PGAP1,4025,3773,1804,1995
SRC,4815,1645,1927,1412
ZNF682,478,294,359,298
ZNF772,2145,1917,2739,1606
ZNF257,106,86,77,38
PCNX3,8866,2553,6485,4410
ADAM32,707,654,473,604
ACSL5,1803,398,860,677
LRRC8B,15041,9431,2528,3889
ABCB8,4248,2019,3347,2859
H3C12,66,0,33,5
SND1,10585,4998,7411,5000
ZNF785,1676,1189,1393,1451
SULT1A2,113,63,93,58
NEK5,551,397,388,355
PSMD12,6382,6093,3326,2977
ADGRA1,6169,2291,1282,1332
PIWIL2,96,14,94,117
NOL4L,7620,3884,3935,4494
CYSRT1,108,46,93,123
SLC22A4,595,191,408,164
ENTPD4,9836,7397,3382,4040
C1D,732,1369,460,489
TBC1D9B,15551,4755,10434,9002
H4C11,1576,989,1219,575
FAM110D,203,51,83,128
SERPINA1,2860,163,538,425
TPSB2,86,2,2,0
KANK2,3648,774,4185,2512
C6orf141,211,94,36,19
GTF2E2,1196,431,545,475
RAD54B,307,641,329,444
ZNF165,114,96,97,47
SYNGAP1,24003,10223,3570,4875
FITM2,2745,1531,1559,1218
BLM,778,702,953,779
ZNF720,1175,854,480,417
DDI2,6720,5129,3716,3327
SVIL,6170,768,2146,1254
TRIM33,9383,8012,5772,4784
LRP10,8212,1327,11042,3568
PELI1,2728,2297,2122,2987
ZNF655,4928,2987,3822,2243
MRPL21,1075,539,696,434
UAP1L1,2018,1032,2120,3104
ZNF98,158,158,4,1
FBXL22,147,167,81,111
ZNF786,1668,660,815,551
ZNF517,942,212,1298,1017
ZNF675,1414,1358,692,672
SLC22A5,1832,912,1872,890
DACT3,9901,6332,4886,8922
ADARB1,4134,2309,1405,1649
ZNF860,47,217,9,11
HTT,38035,16260,13782,12622
C5AR1,1292,29,402,326
DIO3,112,10,24,25
H3C4,1089,176,955,576
DCHS2,2877,3739,545,541
VEPH1,61,78,88,2
SHPK,1109,611,1239,1065
IPP,1052,1214,1274,817
OPALIN,4543,12693,36816,27942
MAP3K5,10427,4768,9511,3608
OGDHL,6270,3505,1845,1296
GSTK1,4913,1563,4037,2295
HNRNPAB,4617,1570,3052,2843
OR2L5,130,72,14,14
STMN3,28501,18093,5594,9124
PDGFA,3880,1341,3495,2261
GYPE,204,224,20,57
COL13A1,519,48,116,91
SPN,406,45,478,408
ZNF695,106,61,12,0
PCDHB11,668,532,770,378
ZNF628,150,211,78,79
SLC2A10,1077,392,1933,474
ZNF665,206,45,496,188
RPF2,1277,940,624,478
SLC28A3,6,27,0,0
FAM177B,114,93,74,108
MIB2,4535,2030,3185,3633
MYO5A,73100,58734,10643,21390
GZMM,37,11,58,64
ATG7,4500,2451,2622,2530
SIPA1L1,17674,8194,9375,5026
TTC30A,1684,1630,1915,845
ELANE,28,16,11,0
RAB40C,4364,2405,973,842
PIGN,2374,1665,1762,1543
COL4A6,243,56,660,89
ZNF624,982,887,1247,971
TOPORS,2609,1847,2274,1509
BCO2,512,380,372,542
KCNMB2,714,287,236,182
ENTPD6,13437,7406,2742,3851
ENPP1,372,278,389,230
CCDC154,69,54,116,134
FAR1,7051,10623,6804,9179
CPLANE1,8368,7150,5348,4338
ZNF841,693,420,935,542
MFAP5,13,0,41,0
MYH6,16,5,77,90
ZNF615,1480,1173,1141,726
EOLA1,1409,506,652,497
CDC42SE1,5700,2650,4127,3710
MPEG1,2336,741,1881,1263
SERPINB2,58,12,22,0
DPP4,463,263,67,221
PDCD1LG2,246,59,199,161
ZNF433,619,363,441,232
DNAH10,1033,456,311,359
SLC22A24,97,49,16,6
SPTAN1,127795,56461,87880,43042
NMB,334,100,1085,232
PARVA,4409,2484,3975,1892
KLHL14,391,359,40,102
FAM114A1,1515,539,2012,1117
RPE,3387,3221,2368,2129
ZNF460,5096,5940,3725,3053
CR1L,18,3,3,7
PHF2,4706,2573,6061,4485
RPS26,5770,2019,5749,1331
PSAP,129736,40046,102786,46477
S100A10,2460,264,3778,593
CFAP43,440,344,647,239
LHFPL5,539,119,36,86
RPL37A,24163,8474,17184,16192
TXNRD3,668,527,923,447
CFD,384,61,182,214
STPG3,24,33,70,52
MAP1LC3C,80,9,34,0
MCMBP,2936,1909,3111,1753
EME2,4027,1628,2019,2806
KLHDC1,763,1432,873,1177
ZNF81,2935,2166,4091,1903
TAF13,2183,4612,1928,2647
ZNF780A,2550,2096,1939,1397
ATAD3A,1939,671,1119,723
FAM118B,1305,861,1309,714
ZNF461,873,928,639,687
CCDC180,1170,759,684,1355
SLC9A8,3196,1275,3288,1610
OCLN,749,526,830,743
CFAP299,62,60,34,7
H4-16,1932,792,980,972
ZNF181,1568,1787,2417,1348
INKA2,1045,7048,208,1630
ZNF44,1194,1006,1132,965
GPAA1,4074,1706,2959,2086
ADAMTSL2,3907,1499,1240,1727
SGTB,9941,12457,2195,2981
ZNF790,1009,797,1213,696
PRB3,24,22,34,19
CYRIA,17430,12472,3596,2716
MYO1C,4152,1142,2935,2340
NKIRAS1,1549,1627,574,442
MEIG1,23,19,33,20
SLC22A12,8,12,29,15
KIF13B,7173,8621,17505,22102
NRAP,1022,40,14,127
ADH5,3676,3481,4342,2354
SLC22A6,631,137,196,98
H2BC12,1492,231,714,338
TEAD4,671,6,132,96
SPG7,7858,4296,4103,5005
HRNR,1777,607,1651,370
IFNA1,5,0,14,7
HES5,1906,580,706,717
ZNF677,1280,1159,1863,1048
ERO1A,4399,3341,1613,1560
ZNF823,340,212,411,264
ZNF311,194,206,356,153
ZNF347,2034,1617,2356,1407
PLCG2,2553,596,1391,1366
FCHSD1,1178,393,1168,1106
ZNF71,2806,1315,1867,1648
S100A6,3249,472,4249,1281
RPL12,9890,1693,6078,4245
DNM3,12157,8742,6625,7889
ZNF121,3766,3064,3413,2245
MPZL1,2195,613,1694,1333
VPS13A,13601,13841,4976,4315
MBP,85337,96206,297165,503888
AKAP17A,2995,1107,3008,2489
ELOVL2,3907,1947,9010,1315
GOLGA6L9,375,379,371,165
LEKR1,109,85,130,42
C1orf122,3990,2617,3159,5415
RP11-310K10.1,66,0,0,0
CLEC9A,75,50,329,42
KEL,154,128,202,469
NOL8,2009,1448,1990,1167
IRAK4,691,278,827,785
ODAD3,268,113,222,91
DLGAP2,8583,4684,117,1480
MRPL42,7086,6992,3985,3708
ENTPD7,1112,552,653,468
FCGR1B,661,316,353,395
ZNF335,4225,1267,2503,2244
ZNF560,8,0,6,6
RPS4X,21961,8770,16768,9360
ZNF273,1556,793,884,597
ZNF84,4347,6172,4544,3439
MAK16,2106,1482,1294,1063
ZNF667,1639,2739,1332,1513
AVPR1B,20,4,0,0
SIRPA,49343,20630,20007,11311
GRK6,2668,1431,1309,1527
PRIM1,342,392,386,356
MARCHF5,2895,2502,1959,1765
NPIPB13,1293,426,667,869
SULT1C4,472,386,1424,322
CYP2A7,186,138,78,89
ZBTB14,740,1371,759,1249
CD2AP,2134,1629,1966,1673
NUP62CL,24,6,34,12
SFI1,1976,895,1394,1240
TMPRSS11F,59,38,29,14
ZNF649,1157,767,1452,1261
ADH4,14,18,19,0
OR2T6,22,16,3,0
ZNF248,4532,4045,1746,1222
CHSY3,1941,1715,379,557
TOR4A,1250,203,504,677
LPAR1,5074,4618,19294,23345
MB,29,14,144,14
OR2L3,88,135,12,22
HIBCH,1752,1573,2016,1845
ZNF544,1519,785,1144,862
TMEM229B,5705,1684,1829,2438
SOWAHC,760,547,1729,953
ZNF770,8087,8106,5199,3851
NPIPB6,106,90,84,152
HMGN5,400,347,767,574
MIER1,2097,1839,1750,1855
MAN1A2,16198,13590,9091,8131
SVIP,815,2832,900,1333
ZNF251,1855,1110,1612,1217
DDRGK1,4715,2916,2627,2084
TFDP1,2322,1623,2142,1956
ZNF607,1711,1042,1566,940
ZNF334,875,1049,1265,709
HSD17B11,1320,1271,1131,826
SZT2,8654,3496,8898,8654
SULT1C2,269,65,251,151
ZXDA,1125,697,1250,732
RPS6KL1,4004,1912,1321,2253
CACNA1E,35088,18576,3693,4211
QRICH1,5176,1663,3139,2041
CSF2RA,995,585,1009,1029
FKBP1C,82,33,26,65
DDX42,10423,5190,7712,3853
RPL23A,11162,2034,10652,5190
SLC29A3,993,235,616,260
STYX,887,994,1051,1153
UBL5,2273,1391,1342,941
HELZ,10738,7848,7949,5795
TMEM116,699,673,659,629
UCKL1,1497,696,1383,1237
CARD11,722,74,446,412
ZNF485,113,97,120,243
PEG3,21569,41739,12330,17649
SDAD1,3437,2722,1572,872
ZKSCAN8,4412,3413,6181,3053
PHETA1,642,209,554,724
HYLS1,740,594,282,200
ZNF442,466,459,452,344
ZNF813,316,186,399,254
HOXC4,18,2,6,18
DCAF12L2,471,268,59,160
PIM3,4380,1455,2066,2833
GET3,4023,2278,2455,1615
ASPH,10137,9047,7918,5910
SPRED2,5414,3590,5768,1914
WWP2,5902,2293,3704,3221
GFPT1,4567,6893,2796,1841
UVRAG,3345,2909,2790,3486
ZNF26,3068,1983,1074,1692
ITSN2,6803,5522,4219,3714
NTRK1,135,12,47,18
OGA,19524,17443,13598,8566
MT1F,1097,216,2755,359
TCAF1,11007,7634,3896,3525
ZNF69,530,190,399,261
TXNRD1,4829,4788,2126,2149
NRARP,1121,487,1066,886
ZNF583,1917,664,495,1017
ZNF568,1881,1540,1625,1297
ZXDB,2162,1156,1470,1025
ZNF480,536,695,1006,554
ZNF587,3210,2059,2797,2364
TPM2,1638,315,980,813
SH3BGRL2,7534,6178,2320,2684
ZNF808,1537,1933,1417,1442
ANKRD35,766,212,1083,272
B3GNT6,19,6,26,27
YTHDF2,1354,1003,695,1198
TMA16,299,185,282,273
HLA-DRB5,4948,634,8583,789
ATL1,6274,7012,1310,1863
CNGA1,71,57,63,11
MAFK,4310,2593,2621,4310
ARMH1,312,107,268,79
ZNF43,2004,1248,1560,1344
GPN1,1756,1174,1400,752
PLN,463,222,150,132
C2CD4A,164,17,139,240
ZNF28,927,496,1144,429
ITGBL1,175,15,88,54
ZNF511,797,445,625,519
C20orf203,282,181,201,147
ZNF627,808,1068,715,699
KCNRG,151,89,58,360
WDHD1,830,904,546,553
ZNF789,925,593,1035,700
CTNND1,9410,4298,9446,4074
DDX39B,5797,4144,6424,4243
SLC34A3,119,81,149,228
RD3,15,7,0,0
SH2D1B,84,105,14,16
ARC,2813,3131,1151,811
NUDT16,2181,1100,2018,1293
TLK1,7136,6644,5641,3234
LRBA,9363,6126,7459,5691
ZNF536,2952,3756,5894,6786
MMP17,4357,1477,481,1008
OR2M2,9,2,4,0
BAZ1A,1830,710,1650,1360
COPS8,3528,2783,2440,2221
CCDC69,340,404,194,364
MDM4,2460,2878,2610,4592
RYR2,46479,31421,3546,8268
ZNF534,273,310,222,65
KLHL9,5161,4013,4084,2893
NCOA6,7873,2207,5715,3317
STK39,5911,4843,3281,3908
TAT,13,0,15,5
C6orf89,6329,2058,6576,3722
CALM1,243351,249850,55130,96360
LPA,565,308,90,38
TAFA2,3601,2208,555,1090
TTC37,10806,8801,6960,4838
TUSC1,1479,802,1060,903
PAPSS2,1605,562,513,664
SLC9A6,5789,4457,1693,1301
